Stichtag;Geschlecht;Staatsangehörigkeit;Bundesland Schlüssel;Bundesland;Berufsabschluss;Sozialversicherungspflichtig Beschäftigte (SvB)
Nov 22;Frauen;Deutsche;16000000;Thüringen;Ohne Berufsabschluss;22.250
Nov 22;Frauen;Deutsche;16000000;Thüringen;Anerkannter Berufsabschluss;272.280
Nov 22;Frauen;Deutsche;16000000;Thüringen;Akademischer Berufsabschluss;55.850
Okt 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Ohne Berufsabschluss;8.970
Okt 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;11.000
Okt 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;6.220
Okt 22;Frauen;Ausländer;2000000;Hamburg;Ohne Berufsabschluss;13.360
Okt 22;Frauen;Ausländer;2000000;Hamburg;Anerkannter Berufsabschluss;17.250
Okt 22;Frauen;Ausländer;2000000;Hamburg;Akademischer Berufsabschluss;17.630
Okt 22;Frauen;Ausländer;3000000;Niedersachsen;Ohne Berufsabschluss;32.070
Okt 22;Frauen;Ausländer;3000000;Niedersachsen;Anerkannter Berufsabschluss;38.660
Okt 22;Frauen;Ausländer;3000000;Niedersachsen;Akademischer Berufsabschluss;20.790
Okt 22;Frauen;Ausländer;4000000;Bremen;Ohne Berufsabschluss;4.640
Okt 22;Frauen;Ausländer;4000000;Bremen;Anerkannter Berufsabschluss;5.160
Okt 22;Frauen;Ausländer;4000000;Bremen;Akademischer Berufsabschluss;3.770
Okt 22;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;102.440
Okt 22;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;119.900
Okt 22;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;68.130
Okt 22;Frauen;Ausländer;6000000;Hessen;Ohne Berufsabschluss;44.570
Okt 22;Frauen;Ausländer;6000000;Hessen;Anerkannter Berufsabschluss;62.410
Okt 22;Frauen;Ausländer;6000000;Hessen;Akademischer Berufsabschluss;44.670
Okt 22;Frauen;Ausländer;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;20.300
Okt 22;Frauen;Ausländer;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;26.330
Okt 22;Frauen;Ausländer;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;12.130
Okt 22;Frauen;Ausländer;8000000;Baden-Württemberg;Ohne Berufsabschluss;92.840
Okt 22;Frauen;Ausländer;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;136.110
Okt 22;Frauen;Ausländer;8000000;Baden-Württemberg;Akademischer Berufsabschluss;64.440
Okt 22;Frauen;Ausländer;9000000;Bayern;Ohne Berufsabschluss;89.510
Okt 22;Frauen;Ausländer;9000000;Bayern;Anerkannter Berufsabschluss;145.880
Okt 22;Frauen;Ausländer;9000000;Bayern;Akademischer Berufsabschluss;94.260
Okt 22;Frauen;Ausländer;10000000;Saarland;Ohne Berufsabschluss;5.010
Okt 22;Frauen;Ausländer;10000000;Saarland;Anerkannter Berufsabschluss;7.550
Okt 22;Frauen;Ausländer;10000000;Saarland;Akademischer Berufsabschluss;3.210
Okt 22;Frauen;Ausländer;11000000;Berlin;Ohne Berufsabschluss;20.370
Okt 22;Frauen;Ausländer;11000000;Berlin;Anerkannter Berufsabschluss;26.700
Okt 22;Frauen;Ausländer;11000000;Berlin;Akademischer Berufsabschluss;54.160
Okt 22;Frauen;Ausländer;12000000;Brandenburg;Ohne Berufsabschluss;5.300
Okt 22;Frauen;Ausländer;12000000;Brandenburg;Anerkannter Berufsabschluss;9.050
Okt 22;Frauen;Ausländer;12000000;Brandenburg;Akademischer Berufsabschluss;7.820
Okt 22;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;2.300
Okt 22;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;3.840
Okt 22;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;3.220
Okt 22;Frauen;Ausländer;14000000;Sachsen;Ohne Berufsabschluss;6.850
Okt 22;Frauen;Ausländer;14000000;Sachsen;Anerkannter Berufsabschluss;13.600
Okt 22;Frauen;Ausländer;14000000;Sachsen;Akademischer Berufsabschluss;13.210
Okt 22;Frauen;Ausländer;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;3.370
Okt 22;Frauen;Ausländer;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;4.420
Okt 22;Frauen;Ausländer;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;4.050
Okt 22;Frauen;Ausländer;16000000;Thüringen;Ohne Berufsabschluss;5.210
Okt 22;Frauen;Ausländer;16000000;Thüringen;Anerkannter Berufsabschluss;6.530
Okt 22;Frauen;Ausländer;16000000;Thüringen;Akademischer Berufsabschluss;5.000
Okt 22;Frauen;Deutsche;1000000;Schleswig-Holstein;Ohne Berufsabschluss;50.750
Okt 22;Frauen;Deutsche;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;324.060
Okt 22;Frauen;Deutsche;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;65.020
Okt 22;Frauen;Deutsche;2000000;Hamburg;Ohne Berufsabschluss;41.810
Okt 22;Frauen;Deutsche;2000000;Hamburg;Anerkannter Berufsabschluss;230.540
Okt 22;Frauen;Deutsche;2000000;Hamburg;Akademischer Berufsabschluss;122.630
Okt 22;Frauen;Deutsche;3000000;Niedersachsen;Ohne Berufsabschluss;141.890
Okt 22;Frauen;Deutsche;3000000;Niedersachsen;Anerkannter Berufsabschluss;917.390
Okt 22;Frauen;Deutsche;3000000;Niedersachsen;Akademischer Berufsabschluss;191.200
Okt 22;Frauen;Deutsche;4000000;Bremen;Ohne Berufsabschluss;15.670
Okt 22;Frauen;Deutsche;4000000;Bremen;Anerkannter Berufsabschluss;83.820
Okt 22;Frauen;Deutsche;4000000;Bremen;Akademischer Berufsabschluss;27.620
Okt 22;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;369.050
Okt 22;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;1.873.440
Okt 22;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;527.790
Okt 22;Frauen;Deutsche;6000000;Hessen;Ohne Berufsabschluss;113.290
Okt 22;Frauen;Deutsche;6000000;Hessen;Anerkannter Berufsabschluss;645.420
Okt 22;Frauen;Deutsche;6000000;Hessen;Akademischer Berufsabschluss;233.520
Okt 22;Frauen;Deutsche;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;74.340
Okt 22;Frauen;Deutsche;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;427.420
Okt 22;Frauen;Deutsche;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;88.010
Okt 22;Frauen;Deutsche;8000000;Baden-Württemberg;Ohne Berufsabschluss;213.400
Okt 22;Frauen;Deutsche;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;1.225.300
Okt 22;Frauen;Deutsche;8000000;Baden-Württemberg;Akademischer Berufsabschluss;366.040
Okt 22;Frauen;Deutsche;9000000;Bayern;Ohne Berufsabschluss;220.950
Okt 22;Frauen;Deutsche;9000000;Bayern;Anerkannter Berufsabschluss;1.561.370
Okt 22;Frauen;Deutsche;9000000;Bayern;Akademischer Berufsabschluss;436.440
Okt 22;Frauen;Deutsche;10000000;Saarland;Ohne Berufsabschluss;19.290
Okt 22;Frauen;Deutsche;10000000;Saarland;Anerkannter Berufsabschluss;112.490
Okt 22;Frauen;Deutsche;10000000;Saarland;Akademischer Berufsabschluss;22.060
Okt 22;Frauen;Deutsche;11000000;Berlin;Ohne Berufsabschluss;63.950
Okt 22;Frauen;Deutsche;11000000;Berlin;Anerkannter Berufsabschluss;348.280
Okt 22;Frauen;Deutsche;11000000;Berlin;Akademischer Berufsabschluss;218.940
Okt 22;Frauen;Deutsche;12000000;Brandenburg;Ohne Berufsabschluss;28.570
Okt 22;Frauen;Deutsche;12000000;Brandenburg;Anerkannter Berufsabschluss;279.850
Okt 22;Frauen;Deutsche;12000000;Brandenburg;Akademischer Berufsabschluss;61.210
Okt 22;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;20.790
Okt 22;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;202.940
Okt 22;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;41.130
Okt 22;Frauen;Deutsche;14000000;Sachsen;Ohne Berufsabschluss;48.180
Okt 22;Frauen;Deutsche;14000000;Sachsen;Anerkannter Berufsabschluss;526.060
Okt 22;Frauen;Deutsche;14000000;Sachsen;Akademischer Berufsabschluss;144.860
Okt 22;Frauen;Deutsche;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;24.330
Okt 22;Frauen;Deutsche;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;281.400
Okt 22;Frauen;Deutsche;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;53.550
Okt 22;Frauen;Deutsche;16000000;Thüringen;Ohne Berufsabschluss;22.320
Okt 22;Frauen;Deutsche;16000000;Thüringen;Anerkannter Berufsabschluss;272.650
Okt 22;Frauen;Deutsche;16000000;Thüringen;Akademischer Berufsabschluss;55.690
Sep 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Ohne Berufsabschluss;8.940
Sep 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;10.930
Sep 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;6.190
Sep 22;Frauen;Ausländer;2000000;Hamburg;Ohne Berufsabschluss;13.270
Sep 22;Frauen;Ausländer;2000000;Hamburg;Anerkannter Berufsabschluss;17.150
Sep 22;Frauen;Ausländer;2000000;Hamburg;Akademischer Berufsabschluss;17.310
Sep 22;Frauen;Ausländer;3000000;Niedersachsen;Ohne Berufsabschluss;31.870
Sep 22;Frauen;Ausländer;3000000;Niedersachsen;Anerkannter Berufsabschluss;38.490
Sep 22;Frauen;Ausländer;3000000;Niedersachsen;Akademischer Berufsabschluss;20.600
Sep 22;Frauen;Ausländer;4000000;Bremen;Ohne Berufsabschluss;4.550
Sep 22;Frauen;Ausländer;4000000;Bremen;Anerkannter Berufsabschluss;5.110
Sep 22;Frauen;Ausländer;4000000;Bremen;Akademischer Berufsabschluss;3.710
Sep 22;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;101.370
Sep 22;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;119.500
Sep 22;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;67.310
Sep 22;Frauen;Ausländer;6000000;Hessen;Ohne Berufsabschluss;44.030
Sep 22;Frauen;Ausländer;6000000;Hessen;Anerkannter Berufsabschluss;62.160
Sep 22;Frauen;Ausländer;6000000;Hessen;Akademischer Berufsabschluss;44.230
Sep 22;Frauen;Ausländer;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;19.960
Sep 22;Frauen;Ausländer;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;26.330
Sep 22;Frauen;Ausländer;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;12.010
Sep 22;Frauen;Ausländer;8000000;Baden-Württemberg;Ohne Berufsabschluss;91.880
Sep 22;Frauen;Ausländer;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;135.600
Sep 22;Frauen;Ausländer;8000000;Baden-Württemberg;Akademischer Berufsabschluss;63.710
Sep 22;Frauen;Ausländer;9000000;Bayern;Ohne Berufsabschluss;88.850
Sep 22;Frauen;Ausländer;9000000;Bayern;Anerkannter Berufsabschluss;145.180
Sep 22;Frauen;Ausländer;9000000;Bayern;Akademischer Berufsabschluss;93.120
Sep 22;Frauen;Ausländer;10000000;Saarland;Ohne Berufsabschluss;4.940
Sep 22;Frauen;Ausländer;10000000;Saarland;Anerkannter Berufsabschluss;7.500
Sep 22;Frauen;Ausländer;10000000;Saarland;Akademischer Berufsabschluss;3.200
Sep 22;Frauen;Ausländer;11000000;Berlin;Ohne Berufsabschluss;20.150
Sep 22;Frauen;Ausländer;11000000;Berlin;Anerkannter Berufsabschluss;26.520
Sep 22;Frauen;Ausländer;11000000;Berlin;Akademischer Berufsabschluss;53.720
Sep 22;Frauen;Ausländer;12000000;Brandenburg;Ohne Berufsabschluss;5.170
Sep 22;Frauen;Ausländer;12000000;Brandenburg;Anerkannter Berufsabschluss;9.040
Sep 22;Frauen;Ausländer;12000000;Brandenburg;Akademischer Berufsabschluss;7.620
Sep 22;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;2.310
Sep 22;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;3.860
Sep 22;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;3.230
Sep 22;Frauen;Ausländer;14000000;Sachsen;Ohne Berufsabschluss;6.760
Sep 22;Frauen;Ausländer;14000000;Sachsen;Anerkannter Berufsabschluss;13.460
Sep 22;Frauen;Ausländer;14000000;Sachsen;Akademischer Berufsabschluss;13.030
Sep 22;Frauen;Ausländer;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;3.350
Sep 22;Frauen;Ausländer;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;4.410
Sep 22;Frauen;Ausländer;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;4.030
Sep 22;Frauen;Ausländer;16000000;Thüringen;Ohne Berufsabschluss;5.130
Sep 22;Frauen;Ausländer;16000000;Thüringen;Anerkannter Berufsabschluss;6.510
Sep 22;Frauen;Ausländer;16000000;Thüringen;Akademischer Berufsabschluss;4.940
Sep 22;Frauen;Deutsche;1000000;Schleswig-Holstein;Ohne Berufsabschluss;50.780
Sep 22;Frauen;Deutsche;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;324.980
Sep 22;Frauen;Deutsche;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;65.270
Sep 22;Frauen;Deutsche;2000000;Hamburg;Ohne Berufsabschluss;41.520
Sep 22;Frauen;Deutsche;2000000;Hamburg;Anerkannter Berufsabschluss;230.840
Sep 22;Frauen;Deutsche;2000000;Hamburg;Akademischer Berufsabschluss;121.700
Sep 22;Frauen;Deutsche;3000000;Niedersachsen;Ohne Berufsabschluss;141.840
Sep 22;Frauen;Deutsche;3000000;Niedersachsen;Anerkannter Berufsabschluss;919.430
Sep 22;Frauen;Deutsche;3000000;Niedersachsen;Akademischer Berufsabschluss;190.600
Sep 22;Frauen;Deutsche;4000000;Bremen;Ohne Berufsabschluss;15.630
Sep 22;Frauen;Deutsche;4000000;Bremen;Anerkannter Berufsabschluss;84.010
Sep 22;Frauen;Deutsche;4000000;Bremen;Akademischer Berufsabschluss;27.550
Sep 22;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;367.100
Sep 22;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;1.876.210
Sep 22;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;526.080
Sep 22;Frauen;Deutsche;6000000;Hessen;Ohne Berufsabschluss;112.510
Sep 22;Frauen;Deutsche;6000000;Hessen;Anerkannter Berufsabschluss;646.330
Sep 22;Frauen;Deutsche;6000000;Hessen;Akademischer Berufsabschluss;232.980
Sep 22;Frauen;Deutsche;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;74.090
Sep 22;Frauen;Deutsche;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;428.330
Sep 22;Frauen;Deutsche;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;87.680
Sep 22;Frauen;Deutsche;8000000;Baden-Württemberg;Ohne Berufsabschluss;211.380
Sep 22;Frauen;Deutsche;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;1.227.440
Sep 22;Frauen;Deutsche;8000000;Baden-Württemberg;Akademischer Berufsabschluss;364.610
Sep 22;Frauen;Deutsche;9000000;Bayern;Ohne Berufsabschluss;221.840
Sep 22;Frauen;Deutsche;9000000;Bayern;Anerkannter Berufsabschluss;1.562.720
Sep 22;Frauen;Deutsche;9000000;Bayern;Akademischer Berufsabschluss;433.760
Sep 22;Frauen;Deutsche;10000000;Saarland;Ohne Berufsabschluss;19.060
Sep 22;Frauen;Deutsche;10000000;Saarland;Anerkannter Berufsabschluss;112.720
Sep 22;Frauen;Deutsche;10000000;Saarland;Akademischer Berufsabschluss;21.980
Sep 22;Frauen;Deutsche;11000000;Berlin;Ohne Berufsabschluss;63.580
Sep 22;Frauen;Deutsche;11000000;Berlin;Anerkannter Berufsabschluss;349.020
Sep 22;Frauen;Deutsche;11000000;Berlin;Akademischer Berufsabschluss;218.190
Sep 22;Frauen;Deutsche;12000000;Brandenburg;Ohne Berufsabschluss;27.950
Sep 22;Frauen;Deutsche;12000000;Brandenburg;Anerkannter Berufsabschluss;280.330
Sep 22;Frauen;Deutsche;12000000;Brandenburg;Akademischer Berufsabschluss;60.930
Sep 22;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;20.860
Sep 22;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;203.710
Sep 22;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;41.100
Sep 22;Frauen;Deutsche;14000000;Sachsen;Ohne Berufsabschluss;47.880
Sep 22;Frauen;Deutsche;14000000;Sachsen;Anerkannter Berufsabschluss;527.210
Sep 22;Frauen;Deutsche;14000000;Sachsen;Akademischer Berufsabschluss;145.140
Sep 22;Frauen;Deutsche;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;24.380
Sep 22;Frauen;Deutsche;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;282.060
Sep 22;Frauen;Deutsche;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;53.690
Sep 22;Frauen;Deutsche;16000000;Thüringen;Ohne Berufsabschluss;22.210
Sep 22;Frauen;Deutsche;16000000;Thüringen;Anerkannter Berufsabschluss;273.490
Sep 22;Frauen;Deutsche;16000000;Thüringen;Akademischer Berufsabschluss;55.720
Aug 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Ohne Berufsabschluss;8.710
Aug 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;10.800
Aug 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;6.090
Aug 22;Frauen;Ausländer;2000000;Hamburg;Ohne Berufsabschluss;13.090
Aug 22;Frauen;Ausländer;2000000;Hamburg;Anerkannter Berufsabschluss;16.930
Aug 22;Frauen;Ausländer;2000000;Hamburg;Akademischer Berufsabschluss;16.960
Aug 22;Frauen;Ausländer;3000000;Niedersachsen;Ohne Berufsabschluss;31.060
Aug 22;Frauen;Ausländer;3000000;Niedersachsen;Anerkannter Berufsabschluss;37.900
Aug 22;Frauen;Ausländer;3000000;Niedersachsen;Akademischer Berufsabschluss;20.200
Aug 22;Frauen;Ausländer;4000000;Bremen;Ohne Berufsabschluss;4.410
Aug 22;Frauen;Ausländer;4000000;Bremen;Anerkannter Berufsabschluss;5.050
Aug 22;Frauen;Ausländer;4000000;Bremen;Akademischer Berufsabschluss;3.650
Aug 22;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;99.470
Aug 22;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;118.090
Aug 22;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;66.290
Aug 22;Frauen;Ausländer;6000000;Hessen;Ohne Berufsabschluss;43.050
Aug 22;Frauen;Ausländer;6000000;Hessen;Anerkannter Berufsabschluss;61.370
Aug 22;Frauen;Ausländer;6000000;Hessen;Akademischer Berufsabschluss;43.340
Aug 22;Frauen;Ausländer;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;19.330
Aug 22;Frauen;Ausländer;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;25.960
Aug 22;Frauen;Ausländer;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;11.790
Aug 22;Frauen;Ausländer;8000000;Baden-Württemberg;Ohne Berufsabschluss;88.790
Aug 22;Frauen;Ausländer;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;134.190
Aug 22;Frauen;Ausländer;8000000;Baden-Württemberg;Akademischer Berufsabschluss;62.280
Aug 22;Frauen;Ausländer;9000000;Bayern;Ohne Berufsabschluss;84.720
Aug 22;Frauen;Ausländer;9000000;Bayern;Anerkannter Berufsabschluss;143.130
Aug 22;Frauen;Ausländer;9000000;Bayern;Akademischer Berufsabschluss;90.960
Aug 22;Frauen;Ausländer;10000000;Saarland;Ohne Berufsabschluss;4.790
Aug 22;Frauen;Ausländer;10000000;Saarland;Anerkannter Berufsabschluss;7.410
Aug 22;Frauen;Ausländer;10000000;Saarland;Akademischer Berufsabschluss;3.150
Aug 22;Frauen;Ausländer;11000000;Berlin;Ohne Berufsabschluss;19.710
Aug 22;Frauen;Ausländer;11000000;Berlin;Anerkannter Berufsabschluss;26.140
Aug 22;Frauen;Ausländer;11000000;Berlin;Akademischer Berufsabschluss;52.810
Aug 22;Frauen;Ausländer;12000000;Brandenburg;Ohne Berufsabschluss;5.060
Aug 22;Frauen;Ausländer;12000000;Brandenburg;Anerkannter Berufsabschluss;8.810
Aug 22;Frauen;Ausländer;12000000;Brandenburg;Akademischer Berufsabschluss;7.440
Aug 22;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;2.210
Aug 22;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;3.820
Aug 22;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;3.140
Aug 22;Frauen;Ausländer;14000000;Sachsen;Ohne Berufsabschluss;6.410
Aug 22;Frauen;Ausländer;14000000;Sachsen;Anerkannter Berufsabschluss;13.200
Aug 22;Frauen;Ausländer;14000000;Sachsen;Akademischer Berufsabschluss;12.750
Aug 22;Frauen;Ausländer;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;3.240
Aug 22;Frauen;Ausländer;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;4.330
Aug 22;Frauen;Ausländer;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;3.940
Aug 22;Frauen;Ausländer;16000000;Thüringen;Ohne Berufsabschluss;4.790
Aug 22;Frauen;Ausländer;16000000;Thüringen;Anerkannter Berufsabschluss;6.410
Aug 22;Frauen;Ausländer;16000000;Thüringen;Akademischer Berufsabschluss;4.900
Aug 22;Frauen;Deutsche;1000000;Schleswig-Holstein;Ohne Berufsabschluss;50.160
Aug 22;Frauen;Deutsche;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;323.960
Aug 22;Frauen;Deutsche;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;64.740
Aug 22;Frauen;Deutsche;2000000;Hamburg;Ohne Berufsabschluss;41.310
Aug 22;Frauen;Deutsche;2000000;Hamburg;Anerkannter Berufsabschluss;230.290
Aug 22;Frauen;Deutsche;2000000;Hamburg;Akademischer Berufsabschluss;121.000
Aug 22;Frauen;Deutsche;3000000;Niedersachsen;Ohne Berufsabschluss;139.710
Aug 22;Frauen;Deutsche;3000000;Niedersachsen;Anerkannter Berufsabschluss;916.830
Aug 22;Frauen;Deutsche;3000000;Niedersachsen;Akademischer Berufsabschluss;188.850
Aug 22;Frauen;Deutsche;4000000;Bremen;Ohne Berufsabschluss;15.340
Aug 22;Frauen;Deutsche;4000000;Bremen;Anerkannter Berufsabschluss;83.790
Aug 22;Frauen;Deutsche;4000000;Bremen;Akademischer Berufsabschluss;27.390
Aug 22;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;363.500
Aug 22;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;1.870.710
Aug 22;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;522.970
Aug 22;Frauen;Deutsche;6000000;Hessen;Ohne Berufsabschluss;108.720
Aug 22;Frauen;Deutsche;6000000;Hessen;Anerkannter Berufsabschluss;643.650
Aug 22;Frauen;Deutsche;6000000;Hessen;Akademischer Berufsabschluss;230.930
Aug 22;Frauen;Deutsche;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;71.530
Aug 22;Frauen;Deutsche;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;426.520
Aug 22;Frauen;Deutsche;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;86.900
Aug 22;Frauen;Deutsche;8000000;Baden-Württemberg;Ohne Berufsabschluss;196.170
Aug 22;Frauen;Deutsche;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;1.222.720
Aug 22;Frauen;Deutsche;8000000;Baden-Württemberg;Akademischer Berufsabschluss;360.320
Aug 22;Frauen;Deutsche;9000000;Bayern;Ohne Berufsabschluss;204.220
Aug 22;Frauen;Deutsche;9000000;Bayern;Anerkannter Berufsabschluss;1.553.690
Aug 22;Frauen;Deutsche;9000000;Bayern;Akademischer Berufsabschluss;430.250
Aug 22;Frauen;Deutsche;10000000;Saarland;Ohne Berufsabschluss;18.560
Aug 22;Frauen;Deutsche;10000000;Saarland;Anerkannter Berufsabschluss;112.110
Aug 22;Frauen;Deutsche;10000000;Saarland;Akademischer Berufsabschluss;21.780
Aug 22;Frauen;Deutsche;11000000;Berlin;Ohne Berufsabschluss;62.030
Aug 22;Frauen;Deutsche;11000000;Berlin;Anerkannter Berufsabschluss;348.400
Aug 22;Frauen;Deutsche;11000000;Berlin;Akademischer Berufsabschluss;216.930
Aug 22;Frauen;Deutsche;12000000;Brandenburg;Ohne Berufsabschluss;26.970
Aug 22;Frauen;Deutsche;12000000;Brandenburg;Anerkannter Berufsabschluss;280.050
Aug 22;Frauen;Deutsche;12000000;Brandenburg;Akademischer Berufsabschluss;60.650
Aug 22;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;19.100
Aug 22;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;203.660
Aug 22;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;40.980
Aug 22;Frauen;Deutsche;14000000;Sachsen;Ohne Berufsabschluss;44.360
Aug 22;Frauen;Deutsche;14000000;Sachsen;Anerkannter Berufsabschluss;526.020
Aug 22;Frauen;Deutsche;14000000;Sachsen;Akademischer Berufsabschluss;144.400
Aug 22;Frauen;Deutsche;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;23.080
Aug 22;Frauen;Deutsche;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;281.680
Aug 22;Frauen;Deutsche;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;53.500
Aug 22;Frauen;Deutsche;16000000;Thüringen;Ohne Berufsabschluss;20.660
Aug 22;Frauen;Deutsche;16000000;Thüringen;Anerkannter Berufsabschluss;273.230
Aug 22;Frauen;Deutsche;16000000;Thüringen;Akademischer Berufsabschluss;55.530
Jul 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Ohne Berufsabschluss;8.290
Jul 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;10.670
Jul 22;Frauen;Ausländer;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;5.960
